evidence_id,request_id,source_id,claim,excerpt,entity,topic,date,confidence,credibility,recency_score,duplicate_flag,contradiction_flag,validation
ev-00473,req-0350,src-01338,Investment activity increased in Canada,DEMO evidence excerpt: investment activity increased in canada based on the referenced investor presentation source. This row is synthetic test data and not a real-world citation.,DBS,value leakage,2026-02-02,0.9,80,82,no,no,pass
ev-00474,req-0492,src-00573,Market growth is accelerating in United States,DEMO evidence excerpt: market growth is accelerating in united states based on the referenced industry association source. This row is synthetic test data and not a real-world citation.,MG Motor India,competitor movement,2024-06-26,0.73,87,90,yes,no,pass
ev-00475,req-0232,src-01211,Technology adoption is expanding in India,DEMO evidence excerpt: technology adoption is expanding in india based on the referenced regulatory authority source. This row is synthetic test data and not a real-world citation.,Adyen,product launches,2026-08-12,0.73,86,61,no,no,pass
ev-00476,req-0457,src-01578,Market growth is accelerating in Southeast Asia,DEMO evidence excerpt: market growth is accelerating in southeast asia based on the referenced financial press source. This row is synthetic test data and not a real-world citation.,P&G,investment trends,2025-12-10,0.75,95,99,no,no,pass
ev-00477,req-0132,src-00107,Operational efficiency is emerging as a value lever in Europe,DEMO evidence excerpt: operational efficiency is emerging as a value lever in europe based on the referenced research publication source. This row is synthetic test data and not a real-world citation.,Tesla,product launches,2024-02-23,0.67,97,85,yes,no,pass
ev-00478,req-0124,src-00496,Operational efficiency is emerging as a value lever in Canada,DEMO evidence excerpt: operational efficiency is emerging as a value lever in canada based on the referenced company filing source. This row is synthetic test data and not a real-world citation.,Oracle,pricing & demand,2024-09-17,0.95,76,75,no,no,pass
ev-00479,req-0482,src-01152,Technology adoption is expanding in India,DEMO evidence excerpt: technology adoption is expanding in india based on the referenced company filing source. This row is synthetic test data and not a real-world citation.,PepsiCo,market growth,2024-01-02,0.6,72,58,no,no,review
ev-00480,req-0156,src-01467,Working-capital exposure is concentrated in selected segments in United States,DEMO evidence excerpt: working-capital exposure is concentrated in selected segments in united states based on the referenced industry association source. This row is synthetic test data and not a real-world citation.,HDFC Bank,supply chain,2025-11-24,0.89,67,82,yes,no,pass
ev-00481,req-0257,src-01611,The evidence indicates a potential value-leakage theme in Canada,DEMO evidence excerpt: the evidence indicates a potential value-leakage theme in canada based on the referenced regulatory authority source. This row is synthetic test data and not a real-world citation.,Siemens,operational efficiency,2025-10-22,0.88,62,93,no,no,pass
ev-00482,req-0214,src-00787,Regulatory requirements are tightening in Middle East,DEMO evidence excerpt: regulatory requirements are tightening in middle east based on the referenced company newsroom source. This row is synthetic test data and not a real-world citation.,DP World,product launches,2024-02-24,0.75,62,94,no,no,review
ev-00483,req-0248,src-00747,Technology adoption is expanding in Global,DEMO evidence excerpt: technology adoption is expanding in global based on the referenced industry association source. This row is synthetic test data and not a real-world citation.,UPS,risk & exposure,2025-11-04,0.83,93,65,no,no,pass
ev-00484,req-0001,src-01342,Working-capital exposure is concentrated in selected segments in Southeast Asia,DEMO evidence excerpt: working-capital exposure is concentrated in selected segments in southeast asia based on the referenced regulatory authority source. This row is synthetic test data and not a real-world citation.,Rockwell Automation,pricing & demand,2024-02-20,0.94,64,58,no,no,review
ev-00485,req-0282,src-00923,Supply constraints remain a monitored risk in India,DEMO evidence excerpt: supply constraints remain a monitored risk in india based on the referenced research publication source. This row is synthetic test data and not a real-world citation.,Google Cloud,risk & exposure,2025-09-03,0.62,69,61,no,yes,pass
ev-00486,req-0408,src-00416,Regulatory requirements are tightening in Europe,DEMO evidence excerpt: regulatory requirements are tightening in europe based on the referenced industry association source. This row is synthetic test data and not a real-world citation.,Unilever,partnerships,2025-03-02,0.9,95,77,no,no,pass
ev-00487,req-0382,src-01022,Market growth is accelerating in Middle East,DEMO evidence excerpt: market growth is accelerating in middle east based on the referenced regulatory authority source. This row is synthetic test data and not a real-world citation.,ReNew,value leakage,2026-04-02,0.72,97,62,no,no,pass
ev-00488,req-0183,src-01271,Competitor announced a new partnership in Southeast Asia,DEMO evidence excerpt: competitor announced a new partnership in southeast asia based on the referenced financial press source. This row is synthetic test data and not a real-world citation.,Stripe,risk & exposure,2024-06-10,0.86,63,85,no,no,pass
ev-00489,req-0221,src-01684,Demand is shifting toward premium offerings in United Kingdom,DEMO evidence excerpt: demand is shifting toward premium offerings in united kingdom based on the referenced regulatory authority source. This row is synthetic test data and not a real-world citation.,Reliance Jio,customer behavior,2025-01-03,0.79,69,63,no,no,pass
ev-00490,req-0147,src-00922,Investment activity increased in India,DEMO evidence excerpt: investment activity increased in india based on the referenced regulatory authority source. This row is synthetic test data and not a real-world citation.,Oracle,competitor movement,2024-02-10,0.85,79,74,no,no,pass
ev-00491,req-0257,src-01034,Operational efficiency is emerging as a value lever in Canada,DEMO evidence excerpt: operational efficiency is emerging as a value lever in canada based on the referenced company filing source. This row is synthetic test data and not a real-world citation.,ABB,operational efficiency,2024-10-05,0.89,79,87,no,no,pass
ev-00492,req-0358,src-00561,Investment activity increased in United States,DEMO evidence excerpt: investment activity increased in united states based on the referenced investor presentation source. This row is synthetic test data and not a real-world citation.,Toyota,regulation,2024-01-13,0.95,98,56,no,no,pass
ev-00493,req-0182,src-00233,Operational efficiency is emerging as a value lever in India,DEMO evidence excerpt: operational efficiency is emerging as a value lever in india based on the referenced market data provider source. This row is synthetic test data and not a real-world citation.,Siemens Healthineers,regulation,2024-11-15,0.79,61,87,no,no,pass
ev-00494,req-0475,src-01228,Operational efficiency is emerging as a value lever in Middle East,DEMO evidence excerpt: operational efficiency is emerging as a value lever in middle east based on the referenced investor presentation source. This row is synthetic test data and not a real-world citation.,Oracle,value leakage,2024-10-24,0.89,62,96,no,no,pass
ev-00495,req-0046,src-01226,Demand is shifting toward premium offerings in United Kingdom,DEMO evidence excerpt: demand is shifting toward premium offerings in united kingdom based on the referenced industry association source. This row is synthetic test data and not a real-world citation.,ICICI Bank,pricing & demand,2025-05-03,0.89,98,97,no,yes,pass
ev-00496,req-0029,src-00443,Investment activity increased in Southeast Asia,DEMO evidence excerpt: investment activity increased in southeast asia based on the referenced financial press source. This row is synthetic test data and not a real-world citation.,HDFC Bank,technology adoption,2024-01-15,0.64,81,62,no,no,pass
ev-00497,req-0056,src-01004,Technology adoption is expanding in Southeast Asia,DEMO evidence excerpt: technology adoption is expanding in southeast asia based on the referenced financial press source. This row is synthetic test data and not a real-world citation.,AMD,investment trends,2025-07-25,0.62,98,82,no,yes,review
